"","X","police_department","driver_race","num_stops","num_searches","num_hits","search_rate","hit_rate","thresholds","total_stops"
"35",83,"Brazos County","White",94420,2630,1192,0.0278542681635247,0.453231939163498,0.27118988178294,140944
"36",90,"Brooks County","Black",1701,75,7,0.0440917107583774,0.0933333333333333,0.084070825924468,99034
"37",91,"Brooks County","Hispanic",72725,2418,143,0.0332485390168443,0.0591397849462366,0.0518827888573785,99034
"38",93,"Brooks County","White",24608,469,30,0.0190588426527958,0.0639658848614073,0.0707560017056453,99034
"39",99,"Burleson County","Asian",1519,20,11,0.0131665569453588,0.55,0.240776971001293,82965
"40",100,"Burleson County","Black",9924,361,142,0.0363764611043934,0.393351800554017,0.263629502519888,82965
"41",101,"Burleson County","Hispanic",10302,299,86,0.0290234905843526,0.287625418060201,0.177037806808056,82965
"42",102,"Burleson County","White",61220,1460,558,0.0238484155504737,0.382191780821918,0.231860980965528,82965
"43",103,"Burnet County","Asian",844,5,1,0.00592417061611374,0.2,0.268772418100397,92635
"44",104,"Burnet County","Black",2930,72,19,0.0245733788395904,0.263888888888889,0.295977509855239,92635
"45",105,"Burnet County","Hispanic",13905,419,129,0.0301330456670263,0.307875894988067,0.171020743997197,92635
"46",107,"Burnet County","White",74956,1436,581,0.0191579059715033,0.404596100278552,0.253094171903295,92635
"47",116,"Callahan County","Asian",1688,8,2,0.004739336492891,0.25,0.222471129957578,89553
"48",117,"Callahan County","Black",9505,137,48,0.0144134665965281,0.35036496350365,0.295039188964358,89553
"49",118,"Callahan County","Hispanic",15133,180,52,0.011894535121919,0.288888888888889,0.216922714188619,89553
"50",120,"Callahan County","White",63227,620,243,0.00980593733689721,0.391935483870968,0.259946585955588,89553
"51",121,"Cameron County","Asian",1729,7,2,0.00404858299595142,0.285714285714286,0.129315608629406,379459
"52",122,"Cameron County","Black",3400,44,12,0.0129411764705882,0.272727272727273,0.182176360942098,379459
"53",123,"Cameron County","Hispanic",295130,3030,537,0.0102666621488835,0.177227722772277,0.129360422585517,379459
"54",124,"Cameron County","White",79200,740,132,0.00934343434343434,0.178378378378378,0.146561108001875,379459
"55",128,"Carson County","Asian",2216,75,41,0.0338447653429603,0.546666666666667,0.249900578182787,101600
"56",129,"Carson County","Black",9182,917,361,0.0998693095186234,0.393675027262814,0.19202455569663,101600
"57",130,"Carson County","Hispanic",22416,1762,537,0.078604568165596,0.304767309875142,0.104815135338471,101600
"58",132,"Carson County","White",67786,2176,1117,0.0321010238102263,0.513327205882353,0.299771600985558,101600
"59",133,"Cass County","Black",20636,697,202,0.0337759255669703,0.289813486370158,0.217771474379568,112320
"60",134,"Cass County","Hispanic",6781,408,62,0.0601681167969326,0.151960784313725,0.0901613920953843,112320
"61",136,"Cass County","White",84903,1918,585,0.0225904856129937,0.305005213764338,0.186313710670253,112320
"62",140,"Chambers County","Asian",4686,71,14,0.0151515151515152,0.197183098591549,0.193110036698726,191677
"63",141,"Chambers County","Black",59794,3411,1148,0.0570458574438907,0.336558194077983,0.203070133257231,191677
"64",142,"Chambers County","Hispanic",32585,1162,235,0.0356605800214823,0.20223752151463,0.148608100551235,191677
"65",143,"Chambers County","White",94612,1992,638,0.0210544117025324,0.320281124497992,0.222472251141158,191677
"66",144,"Cherokee County","Asian",634,5,2,0.00788643533123028,0.4,0.226733313389495,106181
"67",145,"Cherokee County","Black",15744,544,183,0.0345528455284553,0.336397058823529,0.236113929379571,106181
"68",146,"Cherokee County","Hispanic",12360,466,114,0.0377022653721683,0.244635193133047,0.133787281807937,106181
"69",147,"Cherokee County","White",77443,1495,514,0.0193045207442893,0.3438127090301,0.220891472651979,106181
"70",167,"Collin County","Asian",11746,49,14,0.00417163289630513,0.285714285714286,0.178334843236801,298043
"71",168,"Collin County","Black",36055,490,154,0.0135903480793233,0.314285714285714,0.234255771352374,298043
"72",169,"Collin County","Hispanic",35599,512,99,0.0143824264726537,0.193359375,0.150742239921874,298043
"73",171,"Collin County","White",214643,1585,454,0.00738435448628653,0.286435331230284,0.210777506636455,298043
"74",175,"Colorado County","Asian",6815,37,24,0.00542920029347029,0.648648648648649,0.343598112763097,121579
"75",176,"Colorado County","Black",15380,505,222,0.0328348504551365,0.43960396039604,0.287695575007149,121579
"76",177,"Colorado County","Hispanic",29448,861,263,0.0292379788101059,0.305458768873403,0.178361615181511,121579
"77",179,"Colorado County","White",69936,1030,532,0.0147277510867078,0.516504854368932,0.320342346063901,121579
"78",180,"Comal County","Asian",1625,5,3,0.00307692307692308,0.6,0.29435977379114,122168
"79",181,"Comal County","Black",6680,161,70,0.0241017964071856,0.434782608695652,0.29500072753078,122168
"80",182,"Comal County","Hispanic",32288,682,219,0.0211223984142716,0.321114369501466,0.20050695325998,122168
"81",184,"Comal County","White",81575,1465,559,0.0179589334967821,0.381569965870307,0.245398018209819,122168
"82",192,"Cooke County","Asian",3292,20,10,0.00607533414337789,0.5,0.265670302429107,132908
"83",193,"Cooke County","Black",10618,213,106,0.020060275004709,0.497652582159624,0.318290900037959,132908
"84",194,"Cooke County","Hispanic",15035,263,99,0.0174925174592617,0.376425855513308,0.223147436512618,132908
"85",196,"Cooke County","White",103963,703,333,0.00676202110366188,0.473684210526316,0.362150628434221,132908
"86",213,"Culberson County","Asian",1927,23,8,0.0119356512714063,0.347826086956522,0.116209221052699,96316
"87",214,"Culberson County","Black",7118,131,42,0.0184040460803597,0.320610687022901,0.180854872828888,96316
"88",215,"Culberson County","Hispanic",41609,816,95,0.0196111418202793,0.116421568627451,0.110320355057133,96316
"89",217,"Culberson County","White",45662,479,108,0.0104901230782708,0.225469728601253,0.154516405657777,96316
